#TYPE Selected.System.Management.Automation.PSCustomObject
"DisplayName","smtp","email_addresses"
"(clr) SaskPower","SMTP:CLRSaskpower@clrsask.onmicrosoft.com","CLRSaskpower@clrsask.onmicrosoft.com"
"(clr) Windows SBS Administrators","SMTP:CLRsbsadmins@clrsask.onmicrosoft.com","CLRsbsadmins@clrsask.onmicrosoft.com"
"(clr) Scorpio Masonry","SMTP:CLRScorpioMasonry@clrsask.onmicrosoft.com","CLRScorpioMasonry@clrsask.onmicrosoft.com"
"(clr) South East Construction","SMTP:CLRSecon@clrsask.onmicrosoft.com","CLRSecon@clrsask.onmicrosoft.com"
"(clr) Sheet Metal COMM","SMTP:CLRSheetMetalComm@clrsask.onmicrosoft.com","CLRSheetMetalComm@clrsask.onmicrosoft.com"
"(clr) Sheet Metal IND","SMTP:CLRSheetMetalIND@clrsask.onmicrosoft.com","CLRSheetMetalIND@clrsask.onmicrosoft.com"
"(clr) Sim Electric","SMTP:CLRSimElec@clrsask.onmicrosoft.com","CLRSimElec@clrsask.onmicrosoft.com"
"(clr) Skyhigh","SMTP:CLRSKYHIGH@clrsask.onmicrosoft.com","CLRSKYHIGH@clrsask.onmicrosoft.com"
"(clr) Skylift","SMTP:CLRSkylift@clrsask.onmicrosoft.com","CLRSkylift@clrsask.onmicrosoft.com"
"(clr) Skyline Steel","SMTP:CLRSkyline@clrsask.onmicrosoft.com","CLRSkyline@clrsask.onmicrosoft.com"
"(clr) SM&W","SMTP:CLRSMW@clrsask.onmicrosoft.com","CLRSMW@clrsask.onmicrosoft.com"
"(clr) Split Steel","SMTP:CLRSplitSteel@clrsask.onmicrosoft.com","CLRSplitSteel@clrsask.onmicrosoft.com"
"(clr) Standard Mechanical","SMTP:CLRStandardMechanical@clrsask.onmicrosoft.com","CLRStandardMechanical@clrsask.onmicrosoft.com"
"(clr) Steinhubl's Masonry","SMTP:CLRSteinhubl_sMasonry@clrsask.onmicrosoft.com","CLRSteinhubl_sMasonry@clrsask.onmicrosoft.com"
"(clr) Sterling Crane","SMTP:CLRSterlingCrane@clrsask.onmicrosoft.com","CLRSterlingCrane@clrsask.onmicrosoft.com"
"(clr) Suer & Pollon Mechanical","SMTP:CLRSuer_PollonMech@clrsask.onmicrosoft.com","CLRSuer_PollonMech@clrsask.onmicrosoft.com"
"(clr) SunnyCorner Enterprises Inc.","SMTP:CLRSunnyCorner@clrsask.onmicrosoft.com","CLRSunnyCorner@clrsask.onmicrosoft.com"
"(clr) Supreme Steel","SMTP:CLRSupreme@clrsask.onmicrosoft.com","CLRSupreme@clrsask.onmicrosoft.com"
"(clr) Systems Scaffold","SMTP:CLRSystems@clrsask.onmicrosoft.com","CLRSystems@clrsask.onmicrosoft.com"
"(clr) Taj Industrial (TMIF) Ltd","SMTP:CLRTajIndustrial@clrsask.onmicrosoft.com","CLRTajIndustrial@clrsask.onmicrosoft.com"
"(clr) Team Industrial","SMTP:CLRTeamInd@clrsask.onmicrosoft.com","CLRTeamInd@clrsask.onmicrosoft.com"
"(clr) Tesc","SMTP:CLRTesc@clrsask.onmicrosoft.com","CLRTesc@clrsask.onmicrosoft.com"
"(clr) Tesco","SMTP:CLRTESCO@clrsask.onmicrosoft.com","CLRTESCO@clrsask.onmicrosoft.com"
"(clr) Thorpe Bros","SMTP:CLRThorpeBros@clrsask.onmicrosoft.com","CLRThorpeBros@clrsask.onmicrosoft.com"
"(clr) Thorpe Canada","SMTP:CLRthorpecanada@clrsask.onmicrosoft.com","CLRthorpecanada@clrsask.onmicrosoft.com"
"(clr) Thorpe Roofing","SMTP:CLRThorpeIndustries@clrsask.onmicrosoft.com","CLRThorpeIndustries@clrsask.onmicrosoft.com"
"(clr) ThyssenKrupp Elevator","SMTP:CLRThyssenKrupp@clrsask.onmicrosoft.com","CLRThyssenKrupp@clrsask.onmicrosoft.com"
"(clr) Titan","SMTP:CLRTitan@clrsask.onmicrosoft.com","CLRTitan@clrsask.onmicrosoft.com"
"(clr) TIW Steel Plate Inc","SMTP:CLRTIWSteelPlate@clrsask.onmicrosoft.com","CLRTIWSteelPlate@clrsask.onmicrosoft.com"
"(clr) TPA Distribution List","SMTP:CLRTPADistributionList@clrsask.onmicrosoft.com","CLRTPADistributionList@clrsask.onmicrosoft.com"
"(clr) Training - CODC On-line","SMTP:CLRTraining-CODCOn-line@clrsask.onmicrosoft.com","CLRTraining-CODCOn-line@clrsask.onmicrosoft.com"
"(clr) TransCanada","SMTP:CLRTranscanada@clrsask.onmicrosoft.com","CLRTranscanada@clrsask.onmicrosoft.com"
"Terminal Server - CLRTS01","smtp:clrts01@clrsask.onmicrosoft.com","clrts01@clrsask.onmicrosoft.com"
"(clr) Unionized Contractors","SMTP:CLRUnionizedContractors@clrsask.onmicrosoft.com","CLRUnionizedContractors@clrsask.onmicrosoft.com"
"(clr) Unistrut","SMTP:CLRUnistrut@clrsask.onmicrosoft.com","CLRUnistrut@clrsask.onmicrosoft.com"
"(clr) Vector Construction","SMTP:CLRVectorConst@clrsask.onmicrosoft.com","CLRVectorConst@clrsask.onmicrosoft.com"
"(clr) VSL Canada","SMTP:CLRVSL@clrsask.onmicrosoft.com","CLRVSL@clrsask.onmicrosoft.com"
"(clr) Waiward Steel Fabricators","SMTP:CLRWaiward@clrsask.onmicrosoft.com","CLRWaiward@clrsask.onmicrosoft.com"
"(clr) Walters Alberici JV","SMTP:CLRWaltersAlbericiJV@clrsask.onmicrosoft.com","CLRWaltersAlbericiJV@clrsask.onmicrosoft.com"
"(clr) Wee-Lift Cranes","SMTP:CLRWee-Lift@clrsask.onmicrosoft.com","CLRWee-Lift@clrsask.onmicrosoft.com"
"(clr) Westcor Services","SMTP:CLRWestcor@clrsask.onmicrosoft.com","CLRWestcor@clrsask.onmicrosoft.com"
"(clr) Western Pacific","SMTP:CLRWesternPacific@clrsask.onmicrosoft.com","CLRWesternPacific@clrsask.onmicrosoft.com"
"(clr) Western Refractory","SMTP:CLRWesternRefractory@clrsask.onmicrosoft.com","CLRWesternRefractory@clrsask.onmicrosoft.com"
"(clr) WaltersField","SMTP:CLRWFS@clrsask.onmicrosoft.com","CLRWFS@clrsask.onmicrosoft.com"
"(clr) Whiskey Jack Cranes","SMTP:CLRWhiskeyJack@clrsask.onmicrosoft.com","CLRWhiskeyJack@clrsask.onmicrosoft.com"
"(clr) Work Ready Advisory Group","SMTP:CLRworkready.cbtu@clrsask.onmicrosoft.com","CLRworkready.cbtu@clrsask.onmicrosoft.com"
"(clr) Worley Industrial","SMTP:CLRworleyindustrial@clrsask.onmicrosoft.com","CLRworleyindustrial@clrsask.onmicrosoft.com"
"(clr) Worley Parsons","SMTP:CLRworleyparson@clrsask.onmicrosoft.com","CLRworleyparson@clrsask.onmicrosoft.com"
"(clr) Western System Controls","SMTP:CLRWSC@clrsask.onmicrosoft.com","CLRWSC@clrsask.onmicrosoft.com"
"(clr) Yara","SMTP:CLRyara@clrsask.onmicrosoft.com","CLRyara@clrsask.onmicrosoft.com"
